DeviceID,DeviceTerm,DeviceCatID,DeviceCatTerm,DefaultInstrumentTerm,DeviceDescription,AttrNameUsed,ActionsUsed,State
"R2RE/1057","incubations conducted by the Hewson group","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","incubation_Hew","start;sample;abort;other","MODIFIED"
"R2RE/1057", "incubations conducted by more than one group", "R2RE/1010", "user specified", "UserSpecified", "Instrument that does not have a controlled vocabulary term", "incubation_multi", "start;sample;abort;other", "MODIFIED"
"R2RE/1057","Several different bottle types for incubation studies.","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","incubation_other","start;sample;abort;other","MODIFIED"
"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (75kHz), using a principle of sound waves called the Doppler effect.","ADCP75","start;stop;service;other","0"
"R2RE/1005","Generic ADCP300","L05/115","current profilers","ADCP300","A Doppler velocity log (DVL) measuring bottom track and water track velocities, altitude, heading, tilt, temperature, echo intensity, pressure and current velocities. 300kHz Broadband signal processing gives high data resolution and a four-beam solution gives an independent error velocity measurement as an indicator of data quality. It has a bottom track range of 200m and velocity accuracy for both bottom and water track modes is 0.4% of the velocity, ±0.2cm/s. The instrument operates effectively over a temperature range of -5°C to 45°C and with a tilt of up to ±15 deg.","ADCP300","start;stop;service;other","0"
"R2RE/1015","Generic Meterological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meterological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
"L221/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters. ","XBT","release","0"
"R2RE/1020","Generic mooring","R2RE/1019","mooring","Mooring","A collection of devices, connected to a wire and temporarily anchored on the sea floor.  A mooring can be free floating or anchored for some days to weeks (short-time). Long-time moorings might be deployed for a maximum duration of two years. An acoustic release connects the mooring to an anchor weight on the sea floor. The weight is released by sending a coded acoustic command signal from a ship. The weight (e.g. old rail wheels) is unrecoverable. Floaters permit the mooring to come up to the surface to be recovered by a research vessel.","Mooring","recover;other","MODIFIED"
"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end;other","MODIFIED"
